name,value,year,lastValue,rank
TAXI,1936,2019.4,1936,1
TAXI,494,2015.10,494,1
TAXI,155,2015.10,155,1
TAXI,3433,2015.10,3433,1
TAXI,6,2019.3,6,1
TAXI,29437,2018.8,29437,1
TAXI,13135,2019.4,13135,1
TAXI,49,2018.12,49,1
TAXI,2580,2017.6,2580,1
TAXI,922,2016.1,922,1
TAXI,763,2017.5,763,1
TAXI,289,2018.1,289,1
TAXI,5829,2016.12,5829,1
TAXI,10345,2016.5,10345,1
TAXI,1413,2015.12,1413,1
TAXI,606,2018.9,606,1
TAXI,340,2017.3,340,1
TAXI,13145,2015.12,13145,1
TAXI,898,2018.1,898,1
TAXI,22066,2017.3,22066,1
TAXI,192,2018.12,192,1
TAXI,324,2019.1,324,1
TAXI,5327,2019.4,5327,1
TAXI,6469,2019.5,6469,1
TAXI,1516,2018.4,1516,1
TAXI,646,2017.2,646,1
TAXI,1726,2017.6,1726,1
TAXI,14022,2018.8,14022,1
TAXI,110,2017.11,110,1
TAXI,5978,2016.6,5978,1
TAXI,13391,2018.7,13391,1
TAXI,928,2018.1,928,1
TAXI,2278,2018.1,2278,1
TAXI,45912,2017.7,45912,1
TAXI,74,2018.7,74,1
TAXI,12053,2016.12,12053,1
TAXI,6506,2015.6,6506,1
TAXI,3045,2017.11,3045,1
TAXI,508,2019.3,508,1
TAXI,26057,2016.7,26057,1
TAXI,3003,2016.3,3003,1
TAXI,31156,2018.6,31156,1
TAXI,975,2019.1,975,1
TAXI,120,2019.6,120,1
TAXI,846,2016.6,846,1
TAXI,1,2019.5,1,1
TAXI,614,2018.4,614,1
TAXI,97,2017.2,97,1
TAXI,70587,2015.9,70587,1
TAXI,7960,2016.6,7960,1
TAXI,1082,2019.8,1082,1
TAXI,2254,2015.11,2254,1
TAXI,516,2016.10,516,1
TAXI,10725,2015.10,10725,1
TAXI,24303,2016.11,24303,1
TAXI,1046,2018.11,1046,1
TAXI,2913,2019.9,2913,1
TAXI,2415,2018.6,2415,1
TAXI,8798,2016.3,8798,1
TAXI,12045,2018.7,12045,1
TAXI,316,2017.10,316,1
TAXI,3577,2018.5,3577,1
TAXI,1163,2016.6,1163,1
TAXI,3471,2016.10,3471,1
TAXI,26058,2019.1,26058,1
TAXI,13483,2018.10,13483,1
TAXI,87,2017.12,87,1
TAXI,9018,2018.6,9018,1
TAXI,15102,2019.8,15102,1
TAXI,19,2019.3,19,1
TAXI,356,2019.6,356,1
TAXI,5077,2016.9,5077,1
TAXI,34878,2015.2,34878,1
TAXI,2552,2015.8,2552,1
TAXI,338,2015.11,338,1
TAXI,3996,2018.11,3996,1
TAXI,25022,2018.3,25022,1
TAXI,2883,2018.10,2883,1
TAXI,1222,2019.7,1222,1
TAXI,1064,2018.8,1064,1
TAXI,875,2015.10,875,1
TAXI,27,2015.11,27,1
TAXI,2143,2016.4,2143,1
TAXI,834,2018.3,834,1
TAXI,1337,2016.11,1337,1
TAXI,258,2017.3,258,1
TAXI,476,2018.12,476,1
TAXI,153,2015.4,153,1
TAXI,878,2016.2,878,1
TAXI,190,2019.6,190,1
TAXI,16590,2015.9,16590,1
TAXI,5398,2019.1,5398,1
TAXI,344,2015.7,344,1
TAXI,17501,2018.4,17501,1
TAXI,29,2018.4,29,1
TAXI,2038,2018.12,2038,1
TAXI,1820,2017.4,1820,1
TAXI,608,2016.7,608,1
TAXI,18644,2018.12,18644,1
TAXI,1058,2019.8,1058,1
TAXI,5199,2018.4,5199,1
TAXI,1758,2018.1,1758,1
TAXI,771,2017.4,771,1
TAXI,2483,2017.11,2483,1
TAXI,6561,2017.4,6561,1
TAXI,3735,2017.6,3735,1
TAXI,6209,2017.4,6209,1
TAXI,24,2017.6,24,1
TAXI,1996,2017.2,1996,1
TAXI,130,2017.8,130,1
TAXI,12497,2016.10,12497,1
TAXI,4879,2016.1,4879,1
TAXI,2689,2018.10,2689,1
TAXI,1657,2017.3,1657,1
TAXI,1219,2017.10,1219,1
TAXI,832,2016.3,832,1
TAXI,1,2019.2,1,1
TAXI,4775,2018.5,4775,1
TAXI,1495,2015.11,1495,1
TAXI,46,2018.4,46,1
TAXI,2003,2016.2,2003,1
TAXI,9645,2018.5,9645,1
TAXI,825,2019.1,825,1
TAXI,1701,2018.6,1701,1
TAXI,1274,2017.3,1274,1
TAXI,196,2017.3,196,1
TAXI,172,2018.2,172,1
TAXI,683,2019.9,683,1
TAXI,86,2018.9,86,1
VIA,919798,2019.7,919798,4
TAXI,5091,2017.12,5091,1
TAXI,19,2017.4,19,1
TAXI,5,2017.8,5,1
UBER,4343828,2015.12,4343828,2
TAXI,124,2019.1,124,1
TAXI,655,2019.6,655,1
TAXI,6668,2016.1,6668,1
TAXI,458,2018.3,458,1
TAXI,24,2019.2,24,1
TAXI,2288,2016.4,2288,1
TAXI,2909,2018.3,2909,1
TAXI,6856,2016.5,6856,1
TAXI,11539,2018.4,11539,1
TAXI,6064,2018.11,6064,1
TAXI,9258,2016.11,9258,1
TAXI,5140,2018.4,5140,1
TAXI,650,2016.12,650,1
TAXI,5124,2016.5,5124,1
TAXI,3201,2018.1,3201,1
TAXI,738,2019.4,738,1
TAXI,5517,2016.8,5517,1
TAXI,1320,2019.3,1320,1
TAXI,4257,2017.7,4257,1
TAXI,13054,2018.7,13054,1
TAXI,1,2019.5,1,1
TAXI,47869,2016.10,47869,1
TAXI,16760,2019.9,16760,1
TAXI,33493,2017.1,33493,1
TAXI,19456,2017.8,19456,1
TAXI,12538,2017.6,12538,1
TAXI,1908,2019.1,1908,1
TAXI,2184,2017.10,2184,1
TAXI,1359,2018.12,1359,1
TAXI,65593,2015.12,65593,1
TAXI,616,2018.6,616,1
TAXI,3376,2019.6,3376,1
TAXI,7104,2019.2,7104,1
TAXI,284,2018.7,284,1
TAXI,10249,2018.3,10249,1
TAXI,1117,2018.10,1117,1
TAXI,1269,2018.1,1269,1
TAXI,1560,2015.11,1560,1
TAXI,8705,2015.11,8705,1
TAXI,8774,2018.6,8774,1
TAXI,3127,2017.9,3127,1
TAXI,2932,2018.6,2932,1
TAXI,838,2017.11,838,1
TAXI,223,2016.4,223,1
TAXI,4670,2017.7,4670,1
TAXI,586,2019.9,586,1
TAXI,21,2015.4,21,1
TAXI,86,2016.6,86,1
TAXI,271,2017.8,271,1
TAXI,999,2016.3,999,1
TAXI,6463,2019.5,6463,1
TAXI,5328,2015.2,5328,1
TAXI,62,2018.10,62,1
TAXI,4215,2018.10,4215,1
TAXI,11972,2017.11,11972,1
TAXI,11373,2017.7,11373,1
TAXI,1219,2018.1,1219,1
TAXI,739,2019.6,739,1
TAXI,4789,2017.8,4789,1
TAXI,63,2018.2,63,1
TAXI,134,2018.2,134,1
TAXI,2580,2019.6,2580,1
TAXI,2073,2017.10,2073,1
TAXI,899,2019.5,899,1
TAXI,2889,2018.5,2889,1
TAXI,2113,2015.12,2113,1
TAXI,174,2017.12,174,1
TAXI,4305,2016.12,4305,1
TAXI,65,2018.3,65,1
TAXI,13371,2017.2,13371,1
TAXI,21,2016.7,21,1
TAXI,29053,2016.4,29053,1
TAXI,2829,2018.5,2829,1
TAXI,1026,2017.8,1026,1
TAXI,119,2017.4,119,1
TAXI,5791,2019.7,5791,1
TAXI,219,2018.8,219,1
TAXI,3,2016.7,3,1
TAXI,3292,2016.4,3292,1
TAXI,64,2018.3,64,1
TAXI,2290,2018.5,2290,1
TAXI,10806,2016.2,10806,1
TAXI,6671,2019.4,6671,1
TAXI,4271,2016.4,4271,1
TAXI,2960,2019.7,2960,1
TAXI,151,2019.2,151,1
TAXI,1687,2018.5,1687,1
TAXI,51,2017.6,51,1
TAXI,15123,2016.1,15123,1
TAXI,7352,2017.4,7352,1
TAXI,900,2016.3,900,1
TAXI,171,2016.5,171,1
TAXI,344,2019.1,344,1
TAXI,1513,2015.10,1513,1
TAXI,288,2019.2,288,1
TAXI,8586,2018.12,8586,1
TAXI,2324,2018.4,2324,1
TAXI,878,2018.6,878,1
TAXI,1489,2018.10,1489,1
TAXI,3241,2019.8,3241,1
TAXI,43420,2016.10,43420,1
TAXI,2116,2018.6,2116,1
TAXI,7417,2017.6,7417,1
TAXI,2365,2017.8,2365,1
TAXI,494,2018.5,494,1
TAXI,3443,2016.5,3443,1
TAXI,5090,2018.3,5090,1
TAXI,276,2018.5,276,1
TAXI,145,2019.3,145,1
TAXI,131,2016.2,131,1
TAXI,1673,2016.5,1673,1
TAXI,24233,2017.2,24233,1
TAXI,68,2018.6,68,1
TAXI,269,2018.1,269,1
TAXI,3939,2018.12,3939,1
TAXI,364,2017.1,364,1
TAXI,32,2015.9,32,1
TAXI,50396,2018.5,50396,1
TAXI,475,2017.2,475,1
TAXI,26916,2016.7,26916,1
TAXI,7829,2019.1,7829,1
TAXI,6304,2018.1,6304,1
TAXI,17,2017.4,17,1
TAXI,538,2018.6,538,1
TAXI,4245,2017.11,4245,1
TAXI,1363,2019.7,1363,1
TAXI,4159,2017.3,4159,1
TAXI,251,2015.9,251,1
TAXI,9429,2015.9,9429,1
TAXI,819,2016.10,819,1
TAXI,4277,2019.8,4277,1
TAXI,1028,2018.10,1028,1
TAXI,6465,2017.2,6465,1
TAXI,4743,2017.11,4743,1
TAXI,488,2018.9,488,1
TAXI,296,2018.11,296,1
TAXI,4117,2018.3,4117,1
TAXI,618,2015.9,618,1
TAXI,1941,2018.5,1941,1
TAXI,756,2017.11,756,1
UBER,13267600,2018.6,13267600,2
TAXI,195,2015.10,195,1
TAXI,1252,2018.8,1252,1
TAXI,20,2019.3,20,1
TAXI,18051,2018.8,18051,1
TAXI,223,2019.3,223,1
TAXI,62,2015.9,62,1
TAXI,2826,2018.7,2826,1
TAXI,905,2016.4,905,1
TAXI,19000,2018.6,19000,1
TAXI,1161,2017.10,1161,1
TAXI,701,2015.10,701,1
TAXI,11028,2019.2,11028,1
TAXI,5039,2016.7,5039,1
TAXI,17841,2016.11,17841,1
TAXI,509,2018.8,509,1
TAXI,223,2017.4,223,1
TAXI,8832,2016.8,8832,1
TAXI,16738,2015.1,16738,1
TAXI,747,2015.8,747,1
TAXI,8283,2018.7,8283,1
TAXI,50,2018.12,50,1
TAXI,58,2016.1,58,1
TAXI,22886,2016.10,22886,1
TAXI,8792,2017.3,8792,1
TAXI,1421,2018.7,1421,1
TAXI,2087,2016.8,2087,1
TAXI,1515,2018.1,1515,1
TAXI,355,2019.8,355,1
TAXI,6445,2018.9,6445,1
TAXI,377,2018.4,377,1
TAXI,18517,2017.8,18517,1
TAXI,5288,2015.11,5288,1
TAXI,595,2015.12,595,1
TAXI,498,2018.4,498,1
TAXI,490,2017.11,490,1
TAXI,8819,2016.9,8819,1
TAXI,4286,2017.6,4286,1
TAXI,19442,2017.9,19442,1
TAXI,1694,2015.3,1694,1
TAXI,6489,2017.6,6489,1
TAXI,5569,2017.9,5569,1
TAXI,2152,2017.5,2152,1
TAXI,1854,2015.6,1854,1
TAXI,2242,2017.9,2242,1
TAXI,1088,2018.2,1088,1
TAXI,1306,2016.7,1306,1
TAXI,19,2015.8,19,1
TAXI,6526,2019.8,6526,1
TAXI,950,2018.7,950,1
TAXI,639,2017.3,639,1
TAXI,9253,2018.4,9253,1
TAXI,5,2018.7,5,1
TAXI,2532,2016.7,2532,1
TAXI,7,2016.5,7,1
TAXI,3623,2017.1,3623,1
TAXI,2414,2017.8,2414,1
TAXI,209,2018.4,209,1
TAXI,1801,2016.6,1801,1
TAXI,2955,2018.11,2955,1
TAXI,763,2019.8,763,1
TAXI,5449,2018.2,5449,1
TAXI,547,2017.2,547,1
TAXI,14627,2018.3,14627,1
TAXI,533,2019.8,533,1
TAXI,19200,2015.11,19200,1
TAXI,780,2018.7,780,1
TAXI,6431,2016.6,6431,1
TAXI,159,2016.2,159,1
TAXI,20419,2019.3,20419,1
TAXI,4967,2017.3,4967,1
TAXI,66540,2016.6,66540,1
TAXI,12316,2016.1,12316,1
TAXI,238,2016.2,238,1
TAXI,18726,2015.9,18726,1
TAXI,4061,2017.10,4061,1
TAXI,98,2018.1,98,1
TAXI,17501,2016.6,17501,1
TAXI,3739,2016.11,3739,1
TAXI,143,2018.5,143,1
TAXI,8618,2017.11,8618,1
TAXI,932,2016.11,932,1
TAXI,25,2016.2,25,1
TAXI,3220,2018.7,3220,1
TAXI,8997,2018.4,8997,1
TAXI,164,2019.4,164,1
TAXI,20749,2016.7,20749,1
TAXI,903,2019.8,903,1
TAXI,7363,2017.10,7363,1
TAXI,2063,2016.3,2063,1
TAXI,6384,2017.3,6384,1
TAXI,12624,2018.1,12624,1
TAXI,72,2018.2,72,1
TAXI,3255,2017.6,3255,1
TAXI,606,2017.11,606,1
TAXI,188,2017.9,188,1
TAXI,49062,2015.12,49062,1
TAXI,70,2016.5,70,1
TAXI,1182,2018.9,1182,1
TAXI,5354,2015.10,5354,1
TAXI,18,2018.2,18,1
TAXI,2767,2016.11,2767,1
TAXI,3018,2019.9,3018,1
TAXI,390,2016.4,390,1
TAXI,15403,2018.1,15403,1
TAXI,30712,2016.10,30712,1
TAXI,7460,2019.7,7460,1
TAXI,2498,2017.6,2498,1
TAXI,1411,2015.5,1411,1
TAXI,2395,2016.5,2395,1
TAXI,7353,2017.7,7353,1
TAXI,146,2016.4,146,1
TAXI,2355,2018.12,2355,1
TAXI,1480,2018.7,1480,1
TAXI,1385,2017.12,1385,1
TAXI,25,2019.7,25,1
TAXI,1092,2016.1,1092,1
TAXI,250,2015.11,250,1
TAXI,10669,2017.1,10669,1
TAXI,36,2017.6,36,1
TAXI,489,2018.6,489,1
TAXI,1429,2018.11,1429,1
TAXI,232,2016.3,232,1
TAXI,171,2019.1,171,1
TAXI,3577,2017.10,3577,1
TAXI,8989,2019.7,8989,1
TAXI,591,2016.9,591,1
TAXI,1709,2018.12,1709,1
TAXI,664,2016.3,664,1
TAXI,1081,2019.5,1081,1
TAXI,1322,2018.9,1322,1
TAXI,6093,2018.1,6093,1
TAXI,5400,2019.3,5400,1
TAXI,12055,2017.2,12055,1
TAXI,86,2016.2,86,1
TAXI,4517,2017.6,4517,1
TAXI,1843,2015.11,1843,1
TAXI,4162,2016.6,4162,1
TAXI,19122,2016.1,19122,1
TAXI,8191,2016.2,8191,1
TAXI,2509,2016.12,2509,1
TAXI,412,2016.2,412,1
UBER,14063243,2018.7,14063243,2
TAXI,2089,2018.9,2089,1
TAXI,823,2017.1,823,1
TAXI,18425,2016.10,18425,1
TAXI,480,2017.5,480,1
TAXI,81,2016.8,81,1
LYFT,4689540,2019.2,4689540,3
TAXI,1012,2016.10,1012,1
TAXI,1093,2018.5,1093,1
TAXI,10562,2018.10,10562,1
TAXI,7620,2018.2,7620,1
TAXI,8756,2018.6,8756,1
TAXI,698,2018.11,698,1
TAXI,914,2016.7,914,1
TAXI,642,2016.5,642,1
TAXI,9534,2016.8,9534,1
TAXI,1890,2018.11,1890,1
TAXI,29165,2017.12,29165,1
TAXI,8139,2017.2,8139,1
TAXI,3760,2016.4,3760,1
TAXI,1158,2018.5,1158,1
TAXI,4202,2016.11,4202,1
TAXI,15653,2016.11,15653,1
TAXI,1463,2018.7,1463,1
TAXI,5773,2017.2,5773,1
TAXI,491,2017.11,491,1
TAXI,6060,2017.4,6060,1
TAXI,5043,2019.1,5043,1
TAXI,285,2016.5,285,1
TAXI,32316,2017.12,32316,1
TAXI,2511,2016.9,2511,1
TAXI,5330,2017.5,5330,1
TAXI,2811,2019.3,2811,1
TAXI,147,2016.10,147,1
TAXI,229,2019.7,229,1
TAXI,747,2016.12,747,1
TAXI,6192,2016.1,6192,1
TAXI,435,2017.8,435,1
TAXI,1454,2016.2,1454,1
TAXI,4669,2017.1,4669,1
TAXI,343,2018.10,343,1
TAXI,5244,2019.7,5244,1
TAXI,2151,2016.3,2151,1
TAXI,79,2017.6,79,1
TAXI,3,2017.2,3,1
TAXI,562,2019.2,562,1
TAXI,3013,2018.5,3013,1
TAXI,20114,2016.2,20114,1
TAXI,25,2018.1,25,1
TAXI,1588,2019.4,1588,1
TAXI,80,2019.7,80,1
TAXI,1495,2018.8,1495,1
TAXI,120,2016.10,120,1
TAXI,4606,2017.6,4606,1
TAXI,7127,2018.10,7127,1
TAXI,8821,2019.6,8821,1
TAXI,1075,2018.1,1075,1
TAXI,8343,2018.10,8343,1
TAXI,365,2019.5,365,1
TAXI,106,2015.10,106,1
TAXI,13944,2018.6,13944,1
TAXI,144,2016.7,144,1
TAXI,8698,2018.5,8698,1
TAXI,10262,2016.4,10262,1
TAXI,12994,2017.5,12994,1
TAXI,3505,2017.5,3505,1
TAXI,976,2016.5,976,1
TAXI,1814,2016.8,1814,1
TAXI,11501,2017.1,11501,1
TAXI,1164,2017.2,1164,1
TAXI,436,2018.7,436,1
TAXI,146,2015.12,146,1
TAXI,3649,2018.12,3649,1
TAXI,3014,2016.3,3014,1
TAXI,1663,2015.6,1663,1
TAXI,276,2015.11,276,1
TAXI,198,2019.4,198,1
TAXI,584,2017.5,584,1
TAXI,819,2019.8,819,1
TAXI,3362,2015.5,3362,1
TAXI,1983,2015.5,1983,1
TAXI,47,2017.6,47,1
TAXI,11,2015.7,11,1
TAXI,4707,2016.1,4707,1
TAXI,415,2018.8,415,1
TAXI,5439,2017.7,5439,1
TAXI,1415,2018.10,1415,1
TAXI,2533,2016.1,2533,1
TAXI,10194,2017.4,10194,1
TAXI,4367,2015.5,4367,1
TAXI,1411,2018.3,1411,1
TAXI,829,2018.8,829,1
TAXI,1485,2017.9,1485,1
TAXI,9202,2017.5,9202,1
TAXI,161,2018.7,161,1
TAXI,659,2015.8,659,1
TAXI,1061,2017.7,1061,1
TAXI,2474,2015.9,2474,1
TAXI,7132,2018.2,7132,1
TAXI,520,2019.6,520,1
TAXI,3658,2018.7,3658,1
TAXI,2472,2017.9,2472,1
TAXI,787,2015.12,787,1
TAXI,7950,2016.11,7950,1
TAXI,8247,2019.6,8247,1
TAXI,27,2017.4,27,1
TAXI,2536,2018.3,2536,1
TAXI,1251,2017.8,1251,1
TAXI,67,2019.6,67,1
TAXI,915,2017.2,915,1
TAXI,906,2018.3,906,1
TAXI,8289,2017.2,8289,1
TAXI,535,2018.7,535,1
TAXI,420,2017.6,420,1
TAXI,42433,2015.12,42433,1
TAXI,1777,2018.8,1777,1
TAXI,275,2017.9,275,1
TAXI,314,2018.9,314,1
TAXI,205,2016.1,205,1
TAXI,49743,2018.6,49743,1
TAXI,5040,2016.7,5040,1
TAXI,64,2017.10,64,1
TAXI,3181,2016.3,3181,1
TAXI,5559,2017.7,5559,1
TAXI,1252,2017.12,1252,1
TAXI,3089,2018.1,3089,1
TAXI,747,2019.7,747,1
TAXI,1977,2019.5,1977,1
TAXI,2517,2015.5,2517,1
TAXI,5341,2017.2,5341,1
TAXI,74939,2017.3,74939,1
TAXI,624,2017.11,624,1
TAXI,6930,2017.11,6930,1
TAXI,9631,2018.5,9631,1
TAXI,4402,2016.2,4402,1
TAXI,1056,2017.6,1056,1
TAXI,9898,2016.12,9898,1
TAXI,747,2017.11,747,1
TAXI,5949,2016.7,5949,1
TAXI,1630,2019.9,1630,1
TAXI,1025,2015.12,1025,1
TAXI,622,2016.7,622,1
TAXI,5912,2018.5,5912,1
TAXI,207,2016.10,207,1
TAXI,727,2019.2,727,1
TAXI,1139,2017.5,1139,1
TAXI,321,2018.10,321,1
TAXI,7,2018.12,7,1
TAXI,6810,2017.6,6810,1
TAXI,2009,2019.3,2009,1
TAXI,240,2015.5,240,1
TAXI,3078,2018.1,3078,1
TAXI,955,2018.10,955,1
TAXI,42,2016.11,42,1
TAXI,8,2019.6,8,1
TAXI,188,2016.8,188,1
TAXI,98,2017.5,98,1
TAXI,18744,2017.9,18744,1
TAXI,1236,2019.1,1236,1
TAXI,230,2016.11,230,1
TAXI,2028,2019.7,2028,1
TAXI,138,2017.12,138,1
TAXI,304,2018.1,304,1
TAXI,1496,2018.5,1496,1
TAXI,27,2016.7,27,1
TAXI,2210,2016.4,2210,1
TAXI,460,2015.10,460,1
TAXI,4017,2017.11,4017,1
TAXI,1,2018.9,1,1
TAXI,401,2016.6,401,1
TAXI,1095,2018.5,1095,1
TAXI,526,2019.3,526,1
TAXI,16164,2017.9,16164,1
TAXI,2533,2018.5,2533,1
TAXI,318,2018.11,318,1
TAXI,33413,2019.1,33413,1
TAXI,4477,2018.12,4477,1
TAXI,1007,2017.8,1007,1
TAXI,32933,2016.6,32933,1
TAXI,7080,2019.8,7080,1
TAXI,9191,2018.11,9191,1
TAXI,10834,2017.2,10834,1
TAXI,2152,2019.8,2152,1
TAXI,172,2017.5,172,1
TAXI,2339,2016.5,2339,1
TAXI,39428,2016.4,39428,1
TAXI,16261,2016.12,16261,1
TAXI,25,2017.11,25,1
TAXI,82,2018.10,82,1
TAXI,731,2017.4,731,1
TAXI,2679,2019.5,2679,1
TAXI,688,2018.8,688,1
TAXI,232,2017.10,232,1
TAXI,2515,2016.2,2515,1
TAXI,135,2019.1,135,1
TAXI,1022,2019.6,1022,1
TAXI,4002,2016.5,4002,1
TAXI,2271,2019.7,2271,1
TAXI,42362,2018.4,42362,1
TAXI,2269,2017.6,2269,1
TAXI,2623,2018.9,2623,1
TAXI,901,2017.9,901,1
TAXI,4508,2017.5,4508,1
TAXI,13693,2016.12,13693,1
TAXI,765,2017.8,765,1
TAXI,3614,2016.6,3614,1
TAXI,2033,2017.5,2033,1
TAXI,3320,2017.4,3320,1
TAXI,174,2016.2,174,1
TAXI,1292,2017.2,1292,1
TAXI,1314,2019.8,1314,1
TAXI,4926,2019.1,4926,1
TAXI,1540,2017.1,1540,1
TAXI,8664,2017.5,8664,1
TAXI,140,2015.11,140,1
VIA,201490,2015.8,201490,4
TAXI,1142,2019.7,1142,1
TAXI,29,2017.4,29,1
TAXI,4258,2018.11,4258,1
TAXI,1176,2019.6,1176,1
TAXI,5115,2018.1,5115,1
TAXI,9366,2019.8,9366,1
TAXI,377,2018.3,377,1
TAXI,2895,2018.11,2895,1
TAXI,1557,2017.6,1557,1
TAXI,1999,2016.4,1999,1
TAXI,1621,2017.1,1621,1
TAXI,13960,2016.9,13960,1
TAXI,2525,2016.5,2525,1
TAXI,35,2017.2,35,1
TAXI,16102,2017.3,16102,1
TAXI,15279,2017.3,15279,1
TAXI,455,2018.11,455,1
TAXI,6894,2017.3,6894,1
TAXI,3022,2017.7,3022,1
TAXI,184,2017.3,184,1
TAXI,24,2018.6,24,1
TAXI,16429,2017.2,16429,1
TAXI,2673,2016.8,2673,1
TAXI,10076,2017.10,10076,1
TAXI,1904,2018.7,1904,1
TAXI,280,2019.8,280,1
TAXI,295,2016.4,295,1
TAXI,570,2018.10,570,1
TAXI,1168,2015.10,1168,1
TAXI,450,2017.9,450,1
TAXI,43,2018.6,43,1
TAXI,1120,2018.3,1120,1
TAXI,6097,2016.6,6097,1
TAXI,1689,2017.7,1689,1
TAXI,10314,2017.7,10314,1
TAXI,1330,2016.10,1330,1
TAXI,23861,2016.3,23861,1
TAXI,1561,2016.6,1561,1
TAXI,812,2018.11,812,1
TAXI,532,2018.3,532,1
TAXI,1626,2015.12,1626,1
TAXI,794,2018.3,794,1
TAXI,141,2018.1,141,1
TAXI,5986,2016.10,5986,1
TAXI,4726,2017.5,4726,1
TAXI,75,2018.3,75,1
TAXI,3,2018.1,3,1
TAXI,123,2015.5,123,1
TAXI,3,2018.4,3,1
TAXI,114,2018.6,114,1
TAXI,1360,2018.6,1360,1
TAXI,292,2016.2,292,1
TAXI,642,2016.5,642,1
TAXI,9566,2016.8,9566,1
TAXI,53,2017.3,53,1
TAXI,2990,2017.8,2990,1
TAXI,94,2016.7,94,1
TAXI,1856,2016.3,1856,1
TAXI,6480,2018.4,6480,1
TAXI,860,2018.2,860,1
TAXI,228,2018.9,228,1
TAXI,4828,2017.2,4828,1
TAXI,3636,2018.2,3636,1
TAXI,527,2016.12,527,1
TAXI,2114,2015.7,2114,1
TAXI,2327,2016.5,2327,1
TAXI,31907,2015.4,31907,1
TAXI,16241,2018.7,16241,1
TAXI,1823,2016.1,1823,1
TAXI,2091,2017.2,2091,1
TAXI,4331,2018.6,4331,1
TAXI,11388,2015.7,11388,1
TAXI,3192,2015.12,3192,1
TAXI,3335,2017.7,3335,1
TAXI,336,2017.9,336,1
TAXI,14,2018.8,14,1
TAXI,13,2019.2,13,1
TAXI,1134,2017.3,1134,1
TAXI,16017,2017.12,16017,1
TAXI,507,2019.1,507,1
TAXI,7607,2018.10,7607,1
TAXI,2381,2018.6,2381,1
TAXI,8360,2019.7,8360,1
TAXI,4375,2019.7,4375,1
TAXI,3898,2017.4,3898,1
TAXI,1415,2019.8,1415,1
TAXI,538,2016.8,538,1
TAXI,6713,2018.12,6713,1
TAXI,6999,2019.1,6999,1
TAXI,4597,2017.7,4597,1
TAXI,1867,2019.1,1867,1
TAXI,1511,2017.11,1511,1
TAXI,1169,2016.6,1169,1
TAXI,10245,2017.7,10245,1
TAXI,1386,2016.12,1386,1
TAXI,140,2018.2,140,1
TAXI,430,2018.12,430,1
TAXI,4163,2016.7,4163,1
TAXI,1289,2016.4,1289,1
TAXI,91,2019.8,91,1
TAXI,608,2017.8,608,1
TAXI,5528,2016.3,5528,1
TAXI,26,2019.2,26,1
TAXI,3047,2018.12,3047,1
TAXI,102,2018.12,102,1
TAXI,37,2018.10,37,1
TAXI,6760,2017.4,6760,1
TAXI,1517,2016.12,1517,1
TAXI,2405,2018.3,2405,1
TAXI,261,2019.8,261,1
TAXI,13071,2017.12,13071,1
TAXI,4365,2018.11,4365,1
TAXI,8592,2017.10,8592,1
TAXI,732,2016.9,732,1
TAXI,193,2017.1,193,1
TAXI,75,2017.4,75,1
TAXI,171,2015.10,171,1
TAXI,4974,2017.4,4974,1
TAXI,823,2017.11,823,1
TAXI,2458,2018.1,2458,1
TAXI,777,2017.6,777,1
TAXI,3762,2018.7,3762,1
TAXI,20,2016.10,20,1
TAXI,410,2015.10,410,1
TAXI,2149,2019.4,2149,1
TAXI,296,2017.6,296,1
TAXI,2882,2017.5,2882,1
TAXI,34353,2019.3,34353,1
TAXI,54372,2016.6,54372,1
TAXI,8002,2016.8,8002,1
TAXI,1298,2017.10,1298,1
TAXI,12,2015.9,12,1
TAXI,8640,2015.12,8640,1
TAXI,22641,2017.12,22641,1
TAXI,9976,2017.2,9976,1
TAXI,24,2018.6,24,1
TAXI,1665,2018.5,1665,1
TAXI,23430,2016.5,23430,1
TAXI,1556,2015.5,1556,1
TAXI,11,2019.3,11,1
TAXI,22193,2018.4,22193,1
TAXI,15771,2017.12,15771,1
TAXI,5135,2019.8,5135,1
TAXI,7090,2018.12,7090,1
TAXI,346,2018.4,346,1
TAXI,1034,2016.9,1034,1
TAXI,2998,2016.4,2998,1
TAXI,1337,2019.4,1337,1
TAXI,7295,2016.11,7295,1
TAXI,26736,2015.12,26736,1
TAXI,140,2018.6,140,1
TAXI,24,2018.10,24,1
TAXI,238,2016.11,238,1
TAXI,1792,2015.10,1792,1
TAXI,66,2016.6,66,1
TAXI,9509,2018.4,9509,1
TAXI,3985,2019.8,3985,1
TAXI,486,2015.11,486,1
TAXI,32483,2016.5,32483,1
TAXI,197,2019.6,197,1
TAXI,605,2019.5,605,1
TAXI,201,2019.9,201,1
TAXI,201,2017.9,201,1
TAXI,204,2017.10,204,1
TAXI,1015,2019.3,1015,1
TAXI,1035,2018.1,1035,1
TAXI,2671,2018.12,2671,1
TAXI,2314,2017.10,2314,1
TAXI,16553,2018.1,16553,1
TAXI,729,2016.1,729,1
TAXI,23,2018.7,23,1
TAXI,5672,2015.9,5672,1
TAXI,5005,2016.6,5005,1
TAXI,747,2016.3,747,1
TAXI,54,2017.6,54,1
TAXI,25,2018.7,25,1
TAXI,1094,2019.1,1094,1
TAXI,1078,2018.12,1078,1
