name,value,year,lastValue,rank
TAXI,792,2017.5,792,1
TAXI,6646,2017.9,6646,1
TAXI,160,2016.9,160,1
TAXI,4787,2017.6,4787,1
TAXI,2492,2016.6,2492,1
TAXI,366,2018.1,366,1
TAXI,4015,2017.3,4015,1
TAXI,3377,2017.2,3377,1
TAXI,52,2017.6,52,1
TAXI,1049,2017.9,1049,1
TAXI,2639,2016.3,2639,1
TAXI,113,2015.4,113,1
TAXI,4485,2017.8,4485,1
TAXI,1430,2017.8,1430,1
TAXI,590,2018.11,590,1
TAXI,2671,2015.11,2671,1
TAXI,337,2018.9,337,1
TAXI,2887,2018.11,2887,1
TAXI,1000,2018.10,1000,1
TAXI,1085,2018.8,1085,1
TAXI,66,2015.4,66,1
TAXI,1283,2019.4,1283,1
LYFT,3400356,2018.5,3400356,3
TAXI,2770,2017.11,2770,1
TAXI,1011,2017.9,1011,1
TAXI,647,2016.9,647,1
TAXI,23763,2017.12,23763,1
TAXI,61270,2015.11,61270,1
TAXI,1461,2016.9,1461,1
TAXI,7807,2016.8,7807,1
TAXI,1780,2019.7,1780,1
TAXI,667,2017.12,667,1
TAXI,125,2017.8,125,1
TAXI,3357,2016.11,3357,1
TAXI,11853,2015.6,11853,1
TAXI,1304,2017.12,1304,1
TAXI,516,2018.1,516,1
TAXI,467,2018.6,467,1
TAXI,17336,2018.9,17336,1
TAXI,3469,2016.5,3469,1
TAXI,13,2015.5,13,1
TAXI,11987,2017.2,11987,1
TAXI,2220,2016.1,2220,1
TAXI,4982,2015.9,4982,1
TAXI,588,2017.2,588,1
TAXI,4353,2015.7,4353,1
TAXI,139,2017.9,139,1
TAXI,12133,2018.11,12133,1
TAXI,1206,2016.7,1206,1
TAXI,5425,2017.8,5425,1
TAXI,2380,2018.7,2380,1
TAXI,9301,2018.2,9301,1
TAXI,4453,2015.5,4453,1
TAXI,2136,2018.7,2136,1
TAXI,1368,2016.11,1368,1
TAXI,2996,2015.9,2996,1
TAXI,50,2019.4,50,1
TAXI,82,2015.11,82,1
TAXI,3697,2015.12,3697,1
TAXI,512,2018.5,512,1
TAXI,1182,2019.4,1182,1
TAXI,53,2018.8,53,1
TAXI,936,2018.7,936,1
TAXI,170,2017.2,170,1
TAXI,2777,2017.11,2777,1
TAXI,644,2017.10,644,1
TAXI,1602,2015.11,1602,1
TAXI,153,2019.4,153,1
TAXI,7631,2016.10,7631,1
TAXI,383,2017.6,383,1
TAXI,2326,2017.11,2326,1
TAXI,241,2019.4,241,1
TAXI,5247,2019.3,5247,1
TAXI,14268,2015.4,14268,1
TAXI,18076,2018.9,18076,1
TAXI,3369,2016.3,3369,1
TAXI,3115,2016.1,3115,1
TAXI,696,2017.6,696,1
TAXI,819,2019.9,819,1
TAXI,9208,2016.7,9208,1
TAXI,4646,2017.5,4646,1
TAXI,1081,2016.1,1081,1
TAXI,906,2017.7,906,1
TAXI,4,2017.11,4,1
TAXI,13569,2016.8,13569,1
TAXI,1101,2016.3,1101,1
TAXI,940,2018.6,940,1
TAXI,5114,2018.2,5114,1
TAXI,697,2015.7,697,1
TAXI,352,2019.9,352,1
TAXI,25,2019.5,25,1
TAXI,153,2017.10,153,1
TAXI,10600,2017.9,10600,1
TAXI,466,2017.10,466,1
TAXI,462,2018.10,462,1
TAXI,8070,2018.6,8070,1
TAXI,20024,2017.8,20024,1
TAXI,3506,2017.11,3506,1
TAXI,41,2018.5,41,1
TAXI,2259,2018.1,2259,1
TAXI,1517,2018.11,1517,1
TAXI,2085,2018.3,2085,1
TAXI,102,2019.7,102,1
TAXI,1428,2017.7,1428,1
TAXI,1262,2017.2,1262,1
TAXI,4813,2018.2,4813,1
TAXI,19201,2018.2,19201,1
TAXI,520,2019.5,520,1
TAXI,60338,2016.4,60338,1
TAXI,706,2016.5,706,1
TAXI,873,2019.2,873,1
TAXI,1453,2019.9,1453,1
TAXI,132,2016.3,132,1
TAXI,197,2017.8,197,1
TAXI,3658,2017.1,3658,1
TAXI,3341,2018.3,3341,1
TAXI,728,2019.8,728,1
TAXI,1831,2019.4,1831,1
TAXI,122,2017.10,122,1
TAXI,674,2016.12,674,1
TAXI,133,2019.6,133,1
TAXI,390,2018.12,390,1
TAXI,2297,2017.1,2297,1
TAXI,13007,2018.4,13007,1
TAXI,18924,2016.11,18924,1
TAXI,3786,2019.6,3786,1
TAXI,2445,2016.3,2445,1
TAXI,538,2016.6,538,1
TAXI,9916,2017.8,9916,1
TAXI,1414,2015.10,1414,1
TAXI,6356,2015.12,6356,1
TAXI,14331,2018.8,14331,1
TAXI,1415,2018.7,1415,1
TAXI,1207,2019.8,1207,1
TAXI,580,2018.7,580,1
TAXI,1,2019.5,1,1
TAXI,3493,2016.4,3493,1
TAXI,165,2018.6,165,1
TAXI,5,2018.11,5,1
TAXI,58,2019.2,58,1
TAXI,27407,2015.9,27407,1
TAXI,1233,2018.12,1233,1
TAXI,4942,2019.7,4942,1
TAXI,151,2019.7,151,1
TAXI,865,2019.1,865,1
TAXI,88,2019.3,88,1
TAXI,2942,2015.8,2942,1
TAXI,335,2019.6,335,1
TAXI,904,2017.12,904,1
TAXI,504,2018.2,504,1
TAXI,3659,2017.11,3659,1
TAXI,2420,2016.8,2420,1
TAXI,6989,2019.5,6989,1
TAXI,156,2016.10,156,1
TAXI,4177,2018.9,4177,1
TAXI,3165,2017.2,3165,1
TAXI,29,2019.7,29,1
TAXI,460,2019.9,460,1
TAXI,702,2018.11,702,1
TAXI,83,2017.6,83,1
TAXI,141,2015.11,141,1
TAXI,22705,2017.5,22705,1
TAXI,392,2017.9,392,1
TAXI,34,2018.5,34,1
TAXI,2342,2019.8,2342,1
TAXI,109,2015.10,109,1
TAXI,4362,2019.9,4362,1
TAXI,4436,2016.5,4436,1
TAXI,11632,2017.5,11632,1
TAXI,6546,2015.10,6546,1
TAXI,3783,2018.4,3783,1
TAXI,472,2019.4,472,1
TAXI,3390,2017.2,3390,1
TAXI,1520,2017.7,1520,1
TAXI,3323,2019.7,3323,1
TAXI,1130,2017.8,1130,1
TAXI,9180,2018.12,9180,1
TAXI,1141,2016.2,1141,1
TAXI,10923,2018.6,10923,1
TAXI,14271,2015.9,14271,1
TAXI,7124,2016.2,7124,1
TAXI,669,2019.3,669,1
TAXI,26349,2019.4,26349,1
TAXI,35717,2018.8,35717,1
TAXI,1174,2018.1,1174,1
TAXI,1521,2018.2,1521,1
TAXI,3468,2015.9,3468,1
TAXI,1467,2018.3,1467,1
TAXI,332,2019.2,332,1
TAXI,98,2016.7,98,1
TAXI,10260,2016.6,10260,1
TAXI,4981,2016.6,4981,1
TAXI,681,2019.1,681,1
TAXI,796,2019.5,796,1
TAXI,7069,2016.11,7069,1
TAXI,75852,2015.3,75852,1
VIA,719232,2017.1,719232,4
TAXI,1149,2017.7,1149,1
TAXI,13586,2019.6,13586,1
TAXI,318,2016.4,318,1
TAXI,261,2017.11,261,1
TAXI,1161,2018.8,1161,1
TAXI,5,2017.9,5,1
TAXI,17580,2017.8,17580,1
TAXI,586,2018.12,586,1
TAXI,1646,2018.5,1646,1
TAXI,1835,2017.10,1835,1
TAXI,1449,2018.8,1449,1
TAXI,7994,2016.5,7994,1
TAXI,1440,2015.12,1440,1
TAXI,1377,2017.6,1377,1
TAXI,13135,2016.11,13135,1
TAXI,3803,2017.5,3803,1
TAXI,1459,2017.4,1459,1
TAXI,8684,2018.7,8684,1
TAXI,214,2015.6,214,1
TAXI,68,2018.12,68,1
TAXI,6313,2018.12,6313,1
TAXI,10154,2016.8,10154,1
TAXI,2357,2015.5,2357,1
TAXI,294,2015.6,294,1
TAXI,219,2019.6,219,1
TAXI,7073,2016.5,7073,1
TAXI,7093,2015.11,7093,1
TAXI,114,2017.3,114,1
TAXI,2187,2017.8,2187,1
TAXI,1441,2016.2,1441,1
TAXI,263,2015.4,263,1
TAXI,2996,2017.4,2996,1
TAXI,780,2019.6,780,1
TAXI,9070,2015.2,9070,1
TAXI,360,2016.2,360,1
TAXI,3876,2019.5,3876,1
TAXI,22831,2016.2,22831,1
TAXI,156,2017.1,156,1
TAXI,19059,2016.11,19059,1
TAXI,4868,2017.5,4868,1
TAXI,93,2018.11,93,1
TAXI,729,2018.8,729,1
TAXI,4991,2017.9,4991,1
TAXI,1614,2019.8,1614,1
TAXI,2600,2019.4,2600,1
TAXI,13069,2018.3,13069,1
TAXI,5821,2018.11,5821,1
TAXI,1967,2018.6,1967,1
TAXI,14355,2016.12,14355,1
TAXI,631,2019.6,631,1
TAXI,3713,2015.11,3713,1
TAXI,38579,2015.11,38579,1
TAXI,3553,2018.3,3553,1
TAXI,553,2017.7,553,1
TAXI,4853,2017.7,4853,1
TAXI,137,2018.12,137,1
TAXI,2817,2018.1,2817,1
TAXI,731,2016.3,731,1
TAXI,340,2017.5,340,1
TAXI,28,2015.5,28,1
TAXI,9071,2017.7,9071,1
TAXI,1611,2015.12,1611,1
TAXI,2427,2015.11,2427,1
TAXI,302,2018.2,302,1
TAXI,15074,2015.8,15074,1
TAXI,1122,2017.3,1122,1
TAXI,1570,2016.5,1570,1
TAXI,140,2017.12,140,1
TAXI,185,2017.11,185,1
TAXI,12044,2016.2,12044,1
TAXI,577,2019.2,577,1
TAXI,480,2017.7,480,1
TAXI,161,2015.2,161,1
TAXI,47,2017.6,47,1
TAXI,842,2015.9,842,1
TAXI,202,2015.12,202,1
TAXI,647,2018.6,647,1
TAXI,30,2019.4,30,1
TAXI,11965,2018.3,11965,1
TAXI,791,2018.8,791,1
TAXI,6768,2017.4,6768,1
TAXI,13474,2015.5,13474,1
TAXI,3820,2015.3,3820,1
TAXI,3468,2018.9,3468,1
TAXI,4622,2015.6,4622,1
TAXI,1442,2018.7,1442,1
TAXI,4339,2017.9,4339,1
TAXI,16406,2018.4,16406,1
TAXI,19,2017.2,19,1
TAXI,1269,2015.10,1269,1
TAXI,8772,2018.2,8772,1
TAXI,10653,2016.11,10653,1
TAXI,133,2017.3,133,1
TAXI,29,2018.10,29,1
TAXI,1194,2018.11,1194,1
TAXI,512,2019.3,512,1
TAXI,16006,2017.10,16006,1
TAXI,19141,2018.11,19141,1
TAXI,220,2017.2,220,1
TAXI,7548,2015.8,7548,1
TAXI,4706,2017.6,4706,1
TAXI,565,2019.5,565,1
TAXI,5857,2016.6,5857,1
TAXI,790,2017.7,790,1
TAXI,11885,2017.9,11885,1
TAXI,1181,2019.5,1181,1
TAXI,409,2017.5,409,1
TAXI,2494,2018.7,2494,1
TAXI,965,2018.6,965,1
TAXI,83,2018.1,83,1
TAXI,3580,2019.2,3580,1
TAXI,504,2016.1,504,1
TAXI,202,2019.9,202,1
TAXI,434,2018.3,434,1
TAXI,10657,2018.4,10657,1
TAXI,2051,2016.1,2051,1
TAXI,16904,2016.12,16904,1
TAXI,185,2018.1,185,1
TAXI,1855,2018.4,1855,1
TAXI,1784,2018.4,1784,1
TAXI,2401,2018.5,2401,1
TAXI,161,2017.10,161,1
TAXI,1192,2018.11,1192,1
TAXI,3894,2017.6,3894,1
TAXI,36353,2017.10,36353,1
TAXI,1026,2018.1,1026,1
TAXI,533,2017.6,533,1
TAXI,3902,2018.4,3902,1
TAXI,3507,2015.11,3507,1
TAXI,6164,2017.1,6164,1
TAXI,28228,2017.12,28228,1
TAXI,745,2017.11,745,1
TAXI,517,2019.5,517,1
TAXI,19359,2017.4,19359,1
TAXI,1515,2016.1,1515,1
TAXI,153,2016.10,153,1
TAXI,1613,2017.7,1613,1
TAXI,8168,2018.11,8168,1
TAXI,3110,2016.4,3110,1
TAXI,1273,2015.10,1273,1
TAXI,8553,2019.1,8553,1
TAXI,4618,2018.11,4618,1
TAXI,540,2018.1,540,1
TAXI,7822,2017.5,7822,1
TAXI,8393,2017.7,8393,1
TAXI,261,2016.11,261,1
TAXI,10833,2018.6,10833,1
TAXI,36,2018.11,36,1
TAXI,39789,2017.3,39789,1
TAXI,110,2019.3,110,1
TAXI,10322,2016.9,10322,1
TAXI,50,2019.5,50,1
TAXI,268,2019.3,268,1
TAXI,96,2016.3,96,1
TAXI,756,2018.1,756,1
TAXI,11381,2017.5,11381,1
TAXI,147,2018.1,147,1
TAXI,984,2018.5,984,1
TAXI,68,2017.12,68,1
TAXI,1481,2019.8,1481,1
TAXI,71,2016.2,71,1
TAXI,5506,2016.5,5506,1
TAXI,4845,2019.3,4845,1
LYFT,2528638,2017.9,2528638,3
TAXI,27773,2019.1,27773,1
TAXI,1036,2018.7,1036,1
TAXI,34700,2017.5,34700,1
TAXI,686,2016.6,686,1
TAXI,6353,2018.11,6353,1
TAXI,1103,2016.3,1103,1
TAXI,1704,2018.2,1704,1
TAXI,1557,2018.10,1557,1
TAXI,551,2015.5,551,1
JUNO,1029481,2018.9,1029481,5
TAXI,384,2018.11,384,1
TAXI,4684,2018.11,4684,1
TAXI,1364,2019.5,1364,1
TAXI,2574,2016.8,2574,1
TAXI,8434,2017.2,8434,1
TAXI,3190,2016.12,3190,1
TAXI,1024,2016.5,1024,1
TAXI,9857,2018.11,9857,1
TAXI,8468,2016.3,8468,1
TAXI,7323,2016.8,7323,1
TAXI,1512,2017.9,1512,1
TAXI,2069,2017.9,2069,1
TAXI,221,2017.3,221,1
TAXI,3532,2019.6,3532,1
TAXI,1356,2019.7,1356,1
TAXI,25465,2015.9,25465,1
TAXI,2029,2016.2,2029,1
TAXI,15824,2017.6,15824,1
TAXI,1627,2019.5,1627,1
TAXI,8486,2015.10,8486,1
TAXI,3053,2015.9,3053,1
TAXI,913,2015.12,913,1
TAXI,6494,2016.7,6494,1
TAXI,6276,2017.10,6276,1
TAXI,31060,2018.12,31060,1
TAXI,4278,2017.7,4278,1
TAXI,11194,2017.12,11194,1
TAXI,236,2017.4,236,1
TAXI,459,2017.6,459,1
TAXI,330,2017.5,330,1
TAXI,370,2017.7,370,1
TAXI,24385,2017.8,24385,1
TAXI,5250,2018.3,5250,1
TAXI,1510,2017.2,1510,1
TAXI,242,2017.6,242,1
TAXI,1683,2018.12,1683,1
TAXI,36143,2017.11,36143,1
TAXI,74,2018.6,74,1
TAXI,1455,2018.12,1455,1
TAXI,13462,2016.12,13462,1
TAXI,121,2019.4,121,1
TAXI,486,2018.12,486,1
TAXI,398,2016.8,398,1
TAXI,731,2018.9,731,1
TAXI,653,2019.7,653,1
TAXI,1865,2019.1,1865,1
TAXI,20336,2019.4,20336,1
TAXI,135,2018.5,135,1
TAXI,1989,2017.6,1989,1
TAXI,126,2018.7,126,1
TAXI,1138,2019.1,1138,1
TAXI,10993,2019.7,10993,1
TAXI,276,2017.9,276,1
TAXI,27140,2017.5,27140,1
TAXI,1643,2016.2,1643,1
TAXI,3055,2015.11,3055,1
TAXI,4091,2017.1,4091,1
TAXI,92,2018.7,92,1
TAXI,2473,2019.3,2473,1
TAXI,190,2015.9,190,1
TAXI,9684,2017.6,9684,1
TAXI,361,2019.4,361,1
TAXI,6,2016.2,6,1
TAXI,451,2017.4,451,1
TAXI,15056,2017.12,15056,1
TAXI,2475,2016.7,2475,1
TAXI,1327,2017.3,1327,1
TAXI,6058,2016.7,6058,1
TAXI,919,2018.9,919,1
TAXI,448,2015.4,448,1
TAXI,5818,2018.3,5818,1
TAXI,25224,2018.4,25224,1
TAXI,43,2019.7,43,1
TAXI,94,2019.3,94,1
TAXI,5310,2018.4,5310,1
TAXI,4703,2017.11,4703,1
TAXI,31267,2016.9,31267,1
TAXI,215,2017.10,215,1
TAXI,255,2017.6,255,1
TAXI,37,2018.12,37,1
TAXI,730,2016.2,730,1
TAXI,3829,2015.12,3829,1
TAXI,9809,2016.10,9809,1
TAXI,222,2016.12,222,1
TAXI,287,2018.2,287,1
TAXI,106,2018.1,106,1
TAXI,3292,2019.4,3292,1
TAXI,8381,2017.11,8381,1
TAXI,12,2016.2,12,1
TAXI,94,2018.5,94,1
TAXI,40,2019.9,40,1
TAXI,23417,2017.11,23417,1
TAXI,7507,2018.12,7507,1
TAXI,31,2018.10,31,1
TAXI,472,2019.1,472,1
TAXI,168,2016.8,168,1
TAXI,10492,2015.3,10492,1
TAXI,3391,2016.10,3391,1
TAXI,5993,2018.5,5993,1
TAXI,26301,2018.8,26301,1
TAXI,688,2019.5,688,1
TAXI,145,2018.10,145,1
TAXI,1019,2017.6,1019,1
TAXI,444,2017.3,444,1
TAXI,651,2018.5,651,1
TAXI,19,2019.2,19,1
TAXI,6437,2016.5,6437,1
TAXI,13884,2019.2,13884,1
TAXI,66,2016.6,66,1
TAXI,74,2017.9,74,1
TAXI,638,2015.12,638,1
TAXI,3320,2018.7,3320,1
TAXI,184,2018.3,184,1
TAXI,101,2019.4,101,1
TAXI,290,2017.11,290,1
TAXI,12506,2016.10,12506,1
TAXI,187,2017.12,187,1
TAXI,76,2017.2,76,1
TAXI,17038,2017.10,17038,1
TAXI,2392,2015.5,2392,1
TAXI,2215,2016.1,2215,1
TAXI,167,2017.7,167,1
TAXI,17684,2018.8,17684,1
TAXI,4526,2017.6,4526,1
TAXI,176,2018.2,176,1
TAXI,8756,2015.9,8756,1
TAXI,1459,2019.8,1459,1
TAXI,1662,2015.9,1662,1
TAXI,296,2016.5,296,1
TAXI,8029,2017.2,8029,1
TAXI,1162,2018.10,1162,1
TAXI,12253,2017.10,12253,1
LYFT,3960252,2018.9,3960252,3
TAXI,3454,2018.2,3454,1
TAXI,14760,2018.3,14760,1
TAXI,47,2018.1,47,1
TAXI,46,2016.11,46,1
TAXI,1252,2018.5,1252,1
TAXI,38,2019.2,38,1
TAXI,2378,2018.8,2378,1
TAXI,1443,2018.3,1443,1
TAXI,32,2015.3,32,1
TAXI,4382,2018.12,4382,1
TAXI,382,2019.6,382,1
TAXI,1112,2019.6,1112,1
TAXI,1242,2017.12,1242,1
TAXI,1298,2016.4,1298,1
TAXI,61,2018.4,61,1
TAXI,2171,2018.11,2171,1
TAXI,236,2019.1,236,1
TAXI,1954,2018.1,1954,1
TAXI,5622,2018.11,5622,1
TAXI,1828,2018.7,1828,1
TAXI,3704,2017.10,3704,1
TAXI,10938,2018.3,10938,1
TAXI,141,2018.9,141,1
JUNO,1048668,2018.11,1048668,5
TAXI,2851,2019.2,2851,1
TAXI,1611,2019.6,1611,1
TAXI,2236,2018.3,2236,1
TAXI,62,2016.8,62,1
TAXI,1250,2017.11,1250,1
TAXI,4960,2015.12,4960,1
TAXI,2567,2019.1,2567,1
TAXI,1269,2017.3,1269,1
TAXI,803,2018.6,803,1
TAXI,30937,2019.7,30937,1
TAXI,5001,2018.9,5001,1
TAXI,737,2017.6,737,1
TAXI,13893,2015.4,13893,1
TAXI,79,2016.4,79,1
TAXI,16186,2016.5,16186,1
TAXI,33894,2015.11,33894,1
TAXI,5906,2017.2,5906,1
TAXI,4596,2018.3,4596,1
TAXI,6244,2017.3,6244,1
TAXI,4,2019.3,4,1
TAXI,1497,2016.1,1497,1
TAXI,1349,2018.10,1349,1
TAXI,179,2017.8,179,1
TAXI,25079,2016.12,25079,1
TAXI,22404,2015.11,22404,1
TAXI,2527,2016.7,2527,1
TAXI,49,2019.3,49,1
TAXI,2303,2017.2,2303,1
TAXI,1429,2017.5,1429,1
TAXI,1736,2016.1,1736,1
TAXI,1256,2018.4,1256,1
TAXI,31,2019.4,31,1
TAXI,5280,2017.10,5280,1
TAXI,15373,2015.4,15373,1
TAXI,441,2015.11,441,1
TAXI,27429,2018.10,27429,1
TAXI,6,2017.1,6,1
TAXI,17832,2016.8,17832,1
TAXI,395,2017.8,395,1
TAXI,12853,2019.3,12853,1
TAXI,989,2018.12,989,1
TAXI,12944,2015.12,12944,1
TAXI,869,2018.8,869,1
TAXI,1953,2018.10,1953,1
UBER,7244518,2017.2,7244518,2
TAXI,8477,2018.12,8477,1
TAXI,1520,2019.5,1520,1
TAXI,259,2015.10,259,1
TAXI,1434,2015.12,1434,1
TAXI,87,2019.9,87,1
TAXI,1037,2018.6,1037,1
TAXI,4732,2017.5,4732,1
TAXI,893,2018.8,893,1
TAXI,8373,2018.10,8373,1
TAXI,77211,2017.1,77211,1
TAXI,260,2016.4,260,1
TAXI,41900,2017.5,41900,1
TAXI,1196,2015.11,1196,1
TAXI,6420,2016.6,6420,1
TAXI,3139,2015.8,3139,1
TAXI,213,2019.7,213,1
TAXI,9349,2016.9,9349,1
TAXI,26159,2016.8,26159,1
TAXI,1475,2017.5,1475,1
TAXI,66,2017.6,66,1
TAXI,2794,2019.7,2794,1
TAXI,125,2017.9,125,1
TAXI,43694,2019.4,43694,1
TAXI,843,2016.12,843,1
TAXI,2349,2018.7,2349,1
LYFT,111111,2015.6,111111,3
TAXI,302,2019.5,302,1
TAXI,25203,2015.11,25203,1
TAXI,29590,2016.4,29590,1
TAXI,697,2016.8,697,1
TAXI,11783,2019.4,11783,1
TAXI,3097,2016.2,3097,1
TAXI,13289,2016.12,13289,1
TAXI,1178,2019.5,1178,1
TAXI,29188,2016.10,29188,1
TAXI,7163,2018.1,7163,1
TAXI,1468,2019.4,1468,1
TAXI,59,2016.9,59,1
TAXI,2263,2015.9,2263,1
TAXI,165,2015.12,165,1
TAXI,2417,2017.9,2417,1
TAXI,2783,2016.5,2783,1
TAXI,671,2017.8,671,1
TAXI,1501,2017.12,1501,1
TAXI,109,2018.2,109,1
TAXI,4575,2017.11,4575,1
TAXI,4227,2019.6,4227,1
TAXI,26,2016.1,26,1
TAXI,100,2019.3,100,1
TAXI,2680,2019.3,2680,1
TAXI,4048,2017.2,4048,1
TAXI,20884,2018.12,20884,1
TAXI,7315,2019.4,7315,1
TAXI,3709,2017.8,3709,1
TAXI,923,2016.10,923,1
TAXI,4412,2018.1,4412,1
TAXI,12151,2017.5,12151,1
TAXI,814,2016.12,814,1
TAXI,295,2018.2,295,1
TAXI,65302,2016.3,65302,1
TAXI,51,2017.2,51,1
TAXI,7115,2017.1,7115,1
TAXI,2178,2018.1,2178,1
TAXI,9655,2017.7,9655,1
TAXI,2062,2016.12,2062,1
TAXI,12676,2018.7,12676,1
TAXI,1111,2017.3,1111,1
TAXI,2068,2018.4,2068,1
TAXI,21133,2017.9,21133,1
TAXI,145,2018.10,145,1
TAXI,9173,2019.6,9173,1
TAXI,2274,2017.4,2274,1
TAXI,137,2015.7,137,1
TAXI,157,2019.1,157,1
TAXI,1199,2018.9,1199,1
TAXI,32697,2018.9,32697,1
TAXI,2908,2018.7,2908,1
TAXI,3824,2019.6,3824,1
TAXI,1672,2017.4,1672,1
TAXI,52683,2016.2,52683,1
TAXI,597,2018.11,597,1
TAXI,100,2015.10,100,1
TAXI,355,2017.9,355,1
TAXI,4446,2016.4,4446,1
TAXI,8578,2015.5,8578,1
TAXI,3213,2017.5,3213,1
UBER,9525248,2017.9,9525248,2
TAXI,3940,2018.6,3940,1
TAXI,511,2019.1,511,1
TAXI,1692,2017.5,1692,1
TAXI,81,2019.7,81,1
TAXI,429,2015.10,429,1
TAXI,1213,2019.7,1213,1
TAXI,7,2018.9,7,1
TAXI,62,2018.9,62,1
TAXI,324,2016.4,324,1
TAXI,1009,2018.8,1009,1
TAXI,5,2015.6,5,1
TAXI,450,2015.9,450,1
TAXI,4212,2018.3,4212,1
TAXI,1972,2018.9,1972,1
TAXI,2176,2016.4,2176,1
TAXI,3750,2017.3,3750,1
TAXI,709,2018.1,709,1
TAXI,268,2016.2,268,1
TAXI,15977,2016.10,15977,1
TAXI,5435,2019.2,5435,1
TAXI,8596,2018.2,8596,1
TAXI,16549,2016.3,16549,1
TAXI,14254,2015.4,14254,1
TAXI,987,2018.5,987,1
TAXI,25,2017.10,25,1
TAXI,1438,2019.6,1438,1
TAXI,18198,2015.6,18198,1
TAXI,1011,2019.8,1011,1
TAXI,4848,2016.6,4848,1
TAXI,1317,2017.5,1317,1
TAXI,14539,2015.10,14539,1
TAXI,323,2015.11,323,1
TAXI,2359,2015.12,2359,1
TAXI,5050,2015.11,5050,1
TAXI,7321,2017.9,7321,1
TAXI,69,2017.12,69,1
TAXI,7537,2017.10,7537,1
TAXI,220,2018.10,220,1
TAXI,5548,2015.10,5548,1
TAXI,140,2016.12,140,1
TAXI,12839,2019.7,12839,1
TAXI,1506,2018.1,1506,1
TAXI,242,2017.1,242,1
TAXI,2375,2018.3,2375,1
TAXI,1051,2019.5,1051,1
TAXI,1411,2015.12,1411,1
TAXI,694,2017.9,694,1
TAXI,24,2018.6,24,1
TAXI,14567,2019.4,14567,1
TAXI,1324,2018.6,1324,1
TAXI,353,2018.4,353,1
TAXI,17809,2018.1,17809,1
TAXI,1030,2018.5,1030,1
TAXI,4754,2017.10,4754,1
TAXI,1474,2018.7,1474,1
TAXI,495,2017.5,495,1
TAXI,9164,2016.1,9164,1
TAXI,12104,2017.1,12104,1
TAXI,2759,2019.8,2759,1
TAXI,4746,2018.5,4746,1
TAXI,964,2019.6,964,1
TAXI,3507,2018.3,3507,1
TAXI,12663,2017.8,12663,1
TAXI,9,2019.8,9,1
TAXI,14694,2017.11,14694,1
TAXI,434,2017.8,434,1
TAXI,1263,2019.4,1263,1
TAXI,816,2019.4,816,1
TAXI,8769,2018.2,8769,1
TAXI,9781,2016.4,9781,1
TAXI,110,2017.3,110,1
TAXI,22,2016.5,22,1
TAXI,8679,2016.9,8679,1
TAXI,1943,2015.7,1943,1
TAXI,2487,2019.1,2487,1
TAXI,2525,2016.4,2525,1
TAXI,7144,2016.10,7144,1
TAXI,6436,2018.11,6436,1
TAXI,48,2015.11,48,1
TAXI,92,2018.9,92,1
TAXI,16,2016.11,16,1
TAXI,26,2017.9,26,1
TAXI,9708,2018.6,9708,1
TAXI,2117,2019.1,2117,1
TAXI,1546,2017.1,1546,1
TAXI,6038,2017.12,6038,1
TAXI,41,2019.8,41,1
TAXI,1573,2016.5,1573,1
TAXI,22,2019.8,22,1
TAXI,4179,2018.11,4179,1
TAXI,3561,2018.6,3561,1
TAXI,330,2018.3,330,1
TAXI,4833,2015.9,4833,1
TAXI,861,2017.11,861,1
TAXI,1877,2015.12,1877,1
TAXI,1436,2016.7,1436,1
TAXI,21320,2017.2,21320,1
TAXI,384,2018.4,384,1
TAXI,101,2016.12,101,1
TAXI,4076,2016.11,4076,1
TAXI,30273,2016.10,30273,1
TAXI,25,2019.3,25,1
TAXI,1000,2016.8,1000,1
TAXI,3003,2016.5,3003,1
TAXI,455,2016.2,455,1
TAXI,2161,2017.1,2161,1
TAXI,41,2016.2,41,1
TAXI,8627,2016.4,8627,1
TAXI,522,2019.8,522,1
TAXI,1,2017.2,1,1
TAXI,156,2016.4,156,1
TAXI,2583,2018.4,2583,1
TAXI,2401,2018.11,2401,1
TAXI,128,2016.6,128,1
TAXI,58173,2016.4,58173,1
TAXI,7440,2018.10,7440,1
TAXI,296,2019.1,296,1
TAXI,800,2015.10,800,1
TAXI,12963,2015.10,12963,1
TAXI,4,2017.9,4,1
TAXI,2671,2015.8,2671,1
TAXI,408,2016.12,408,1
TAXI,30,2017.9,30,1
TAXI,166,2019.3,166,1
TAXI,29,2017.10,29,1
TAXI,7078,2018.1,7078,1
TAXI,6866,2017.12,6866,1
TAXI,1887,2017.1,1887,1
TAXI,13001,2017.4,13001,1
TAXI,2492,2018.12,2492,1
TAXI,6089,2018.6,6089,1
TAXI,156,2015.9,156,1
TAXI,12119,2016.2,12119,1
TAXI,32,2017.7,32,1
TAXI,9092,2018.6,9092,1
TAXI,108,2018.12,108,1
TAXI,3682,2019.9,3682,1
TAXI,530,2015.11,530,1
TAXI,6246,2017.8,6246,1
TAXI,1807,2017.7,1807,1
TAXI,1843,2018.11,1843,1
TAXI,697,2018.2,697,1
TAXI,1107,2017.12,1107,1
TAXI,8157,2018.10,8157,1
TAXI,4638,2017.6,4638,1
TAXI,472,2017.10,472,1
TAXI,387,2017.9,387,1
TAXI,22,2017.2,22,1
TAXI,6033,2017.8,6033,1
TAXI,2502,2017.10,2502,1
